,Index,Category,Descriptor,Descriptor Group,R2,RMSE,MSE,RPD,MAE,Explained Var
33,GEIM800108,sec_struct,_dipeptide_composition,Composition,0.8241641272771889,2.2823386714772975,5.209069811320755,2.384768680168662,1.7783018867924538,0.8312308662540674
34,AURR980103,sec_struct,_conjoint_triad,Conjoint Triad,0.8239985010361304,2.468175936360734,6.091892452830186,2.38364632256822,2.052264150943396,0.8273050349305688
35,QIAN880138,sec_struct,_conjoint_triad,Conjoint Triad,0.8238801131909075,2.469226828801978,6.097081132075473,2.3828450439738136,1.8420754716981131,0.8244693996250279
36,AURR980110,sec_struct,_tripeptide_composition,Composition,0.8236181415886774,2.5072859866532835,6.28648301886793,2.381074823102968,1.9890566037735868,0.8238204059911014
37,AURR980113,sec_struct,_tripeptide_composition,Composition,0.8226900073759851,2.5492710759877855,6.498783018867922,2.3748347443901627,1.9454716981132072,0.8253503981419589
38,AVBF000103,polar,_tripeptide_composition,Composition,0.8217502612330199,2.4729155506718614,6.115311320754715,2.36856631711456,1.8983018867924526,0.8224193591567492
39,NAKH920101,composition,_dipeptide_composition,Composition,0.8215646546598676,2.4482207632606134,5.993784905660381,2.3673341176910827,2.0667924528301893,0.8227825712981844
40,ROSM880105,hydrophobic,_dipeptide_composition,Composition,0.8213069194294755,2.7117003647019207,7.35331886792453,2.365626257572584,2.126226415094339,0.8213507157508441
41,ZHOH040101,observable,_moran_autocorrelation,Autocorrelation,0.821285549706454,2.1924355372292377,4.806773584905656,2.3654848188441755,1.7826415094339603,0.8330711552685068
42,LEVM760105,geometry,_tripeptide_composition,Composition,0.8203978055281237,2.4730067254560684,6.115762264150945,2.3596314751881686,1.93811320754717,0.8229420480190224
43,SNEP660102,meta,_conjoint_triad,Conjoint Triad,0.820006099546047,2.7197027445785174,7.396783018867921,2.3570625404365453,2.1454716981132074,0.8201165073068941
44,FUKS010104,composition,_dipeptide_composition,Composition,0.8196478630093099,2.456863317014312,6.036177358490568,2.3547204399852815,1.9988679245283023,0.8202950008073266
45,JUKT750101,composition,_conjoint_triad,Conjoint Triad,0.8188879600191624,2.359922848115295,5.569235849056605,2.3497753242917008,1.880566037735849,0.8189157740139836
46,CORJ870104,hydrophobic,_conjoint_triad,Conjoint Triad,0.8186665654217951,2.5208762328071703,6.35481698113207,2.3483404359882645,1.8960377358490563,0.8227015111558983
47,KARS160121,meta,_quasi_seq_order,Quasi-Sequence-Order,0.8184966871772952,2.467532569416678,6.088716981132073,2.3472412126918205,1.986792452830188,0.8252038303391609
48,CRAJ730103,sec_struct,_dipeptide_composition,Composition,0.8183094330174654,2.6194598319731397,6.8615698113207495,2.3460313425419494,2.087924528301886,0.8298306936841857
49,NAKH900102,composition,_geary_autocorrelation,Autocorrelation,0.8181205989761922,2.4527927863621484,6.016192452830192,2.3448131572384794,2.1060377358490574,0.8181211198774633
50,MAXF760101,sec_struct,_dipeptide_composition,Composition,0.8177897408299605,2.549357299695246,6.499222641509436,2.3426833292212144,2.0599999999999996,0.8235769960740038
51,AURR980112,sec_struct,_dipeptide_composition,Composition,0.8165196841284336,2.190697743590747,4.799156603773589,2.334561184356354,1.71679245283019,0.8180403114617769
52,RACS820105,geometry,_dipeptide_composition,Composition,0.8162091308472034,2.877257276289743,8.278609433962268,2.3325879847063153,2.2262264150943403,0.8195532626167353
53,GEIM800105,sec_struct,_dipeptide_composition,Composition,0.8161064661453175,2.569723206590657,6.603477358490568,2.3319367712622214,1.9530188679245297,0.8233390119824652
54,FUKS010112,composition,_quasi_seq_order,Quasi-Sequence-Order,0.8152860503176327,2.648514357500595,7.014628301886789,2.3267523038305624,2.045849056603772,0.8170481002130426
55,RICJ880110,sec_struct,_tripeptide_composition,Composition,0.8152089614028184,2.577877582467537,6.645452830188673,2.3262669298591474,1.9988679245283008,0.8316877360117415
56,JURD980101,hydrophobic,_dipeptide_composition,Composition,0.8147962896128849,2.250347562254194,5.064064150943394,2.3236737850105595,1.742264150943397,0.8201827149268012
57,CHOP780207,sec_struct,_dipeptide_composition,Composition,0.814238213152551,2.3625569774500907,5.581675471698109,2.320180700937407,2.008679245283018,0.814270079167427
58,OOBM770105,geometry,_dipeptide_composition,Composition,0.8138427787983868,2.419229567055018,5.85267169811321,2.3177151320608247,1.7630188679245289,0.8142724491718573
59,CEDJ970105,composition,_conjoint_triad,Conjoint Triad,0.8131270461554007,2.6217626938076433,6.87363962264151,2.313272392287049,2.1371698113207542,0.8135680227080786
60,RADA880105,hydrophobic,_conjoint_triad,Conjoint Triad,0.8127552561689739,2.7332398357992678,7.470600000000007,2.310974653925956,2.0660377358490583,0.8141944187367918
61,CORJ870102,hydrophobic,_conjoint_triad,Conjoint Triad,0.8126453686072225,2.363931407235244,5.588171698113203,2.310296836101444,1.8952830188679233,0.8167701575566088
62,ONEK900101,sec_struct,_tripeptide_composition,Composition,0.8122755235708561,2.749310033513383,7.55870566037736,2.3080199005151023,2.121886792452829,0.8136925865096997
63,RICJ880109,sec_struct,_dipeptide_composition,Composition,0.812272381301983,2.4688772178828833,6.095354716981126,2.3080005840994056,1.921886792452829,0.8146610183429086
64,MAXF760102,sec_struct,_geary_autocorrelation,Autocorrelation,0.8121653102515124,2.4896320861782573,6.198267924528302,2.3073426777410537,1.9437735849056608,0.8152102049715586
65,NAKH920102,composition,_conjoint_triad,Conjoint Triad,0.8117123204405832,2.5765561335693743,6.638641509433962,2.3045654590444777,1.9788679245283023,0.8127019241992397
66,JANJ790102,hydrophobic,_tripeptide_composition,Composition,0.811686965166,2.5037993770976774,6.269011320754718,2.3044103055334464,1.9939622641509436,0.8191175055869441
67,NADH010104,hydrophobic,_dipeptide_composition,Composition,0.8114548266207707,2.643022854861598,6.985569811320754,2.3029912630718914,2.1864150943396226,0.81305380011073
68,WOEC730101,polar,_dipeptide_composition,Composition,0.8112067599353806,2.766326492688623,7.652562264150939,2.301477747023651,2.1396226415094337,0.8122810908740241
69,QIAN880127,sec_struct,_dipeptide_composition,Composition,0.8111059038387982,2.4542150879890716,6.023171698113206,2.300863251762581,2.140188679245283,0.811106306879219
70,MEIH800101,geometry,_tripeptide_composition,Composition,0.8110098445611913,2.7168738972548776,7.381403773584906,2.300278439942108,2.084528301886792,0.8162950447966455
71,CHOC760103,hydrophobic,_tripeptide_composition,Composition,0.81100605687018,2.51867665163111,6.3437320754717,2.3002553895007023,2.134716981132075,0.8110128447053612
72,GUYH850101,hydrophobic,_dipeptide_composition,Composition,0.8108914673046845,2.3304983676264257,5.431222641509434,2.2995583685795196,1.9241509433962267,0.8216932263656855
73,KOEP990102,sec_struct,_geary_autocorrelation,Autocorrelation,0.8100233586372226,2.7138349249724096,7.364900000000004,2.294298373786244,2.190377358490567,0.8100306324417373
74,CHOC750101,geometry,_conjoint_triad,Conjoint Triad,0.8098762952949209,2.5022816003693866,6.261413207547178,2.293410866202299,1.996415094339624,0.8120040791345177
75,AURR980117,sec_struct,_tripeptide_composition,Composition,0.8097712118231537,2.661718837482899,7.084747169811316,2.2927773320513922,2.096603773584905,0.8118649558071287
76,BEGF750101,sec_struct,_tripeptide_composition,Composition,0.809033448723681,2.327227275633566,5.415986792452829,2.2883441907863933,1.7952830188679252,0.8106052156370197
77,CORJ870105,hydrophobic,_tripeptide_composition,Composition,0.8088204627123915,2.4340873304126673,5.924781132075466,2.287069155997902,2.016603773584905,0.8134799302216427
78,BUNA790102,observable,_dipeptide_composition,Composition,0.8078091786044364,2.6747459763005237,7.154266037735843,2.2810440835656394,2.1394339622641505,0.8190408406372796
79,CHOP780201,sec_struct,_dipeptide_composition,Composition,0.8077994088655043,2.443045964550331,5.968473584905657,2.280986109008279,1.9635849056603767,0.8084598334863409
80,PRAM820102,hydrophobic,_conjoint_triad,Conjoint Triad,0.8074228269492041,2.512103531095683,6.3106641509434,2.2787547997432123,1.904528301886793,0.8097132264098428
81,KUHL950101,polar,_tripeptide_composition,Composition,0.807218851417424,2.4126631335987243,5.820943396226415,2.277548942114585,1.9460377358490564,0.8597034069062472
82,FUKS010102,composition,_pseudo_aa_composition,Pseudo Composition,0.8070094110585386,2.560533552889261,6.556332075471702,2.2763127674440824,2.0471698113207553,0.8099670286003627
83,PALJ810106,sec_struct,_conjoint_triad,Conjoint Triad,0.8069875958086041,2.254595725799296,5.0832018867924535,2.2761841235483757,1.7507547169811324,0.8086261875454694
84,LEVM780103,sec_struct,_dipeptide_composition,Composition,0.8060915250129342,2.7212646200021537,7.405281132075466,2.270918794365773,2.127358490566037,0.8076644999510603
85,NAKH920105,composition,_amp_pseudo_aa_composition,Pseudo Composition,0.8059552440939427,2.5110938757502073,6.305592452830197,2.270121201932351,2.0064150943396233,0.8091213257841089
86,FAUJ880109,polar,_tripeptide_composition,Composition,0.8059409576761446,2.7865559997284524,7.764894339622635,2.2700376384547694,2.2366037735849043,0.8154196165615599
87,FAUJ880113,polar,_conjoint_triad,Conjoint Triad,0.8058098469595162,2.6604166931388913,7.077816981132075,2.269271182198649,2.1043396226415085,0.8091563326621872
88,FAUJ880108,polar,_tripeptide_composition,Composition,0.8056793338334036,2.6658582107831603,7.106799999999992,2.2685089899207194,2.1633962264150925,0.8081837233990571
89,CHAM820101,polar,_conjoint_triad,Conjoint Triad,0.8040761324814143,2.5815941396522413,6.664628301886795,2.2592085732335603,2.151132075471699,0.8100291401174563
90,WOLR790101,hydrophobic,_conjoint_triad,Conjoint Triad,0.8037770765959743,2.574647805187093,6.628811320754715,2.2574863299037955,2.0316981132075473,0.8047523188036811
91,EISD860101,hydrophobic,_conjoint_triad,Conjoint Triad,0.8035532993870866,2.248779543210554,5.057009433962268,2.256200184770229,1.725094339622642,0.8137471649997787
92,QIAN880105,sec_struct,_tripeptide_composition,Composition,0.8035185317540732,2.624842852438979,6.889799999999997,2.2560005572654807,2.0894339622641502,0.8046678663944776
93,PALJ810108,sec_struct,_tripeptide_composition,Composition,0.8033522922047348,2.852369091468049,8.136009433962265,2.255046781056804,2.2084905660377383,0.8068667500041301
94,CHOP780202,sec_struct,_moran_autocorrelation,Autocorrelation,0.8030263411088067,2.6368441686628588,6.952947169811323,2.2531801880596336,2.0909433962264155,0.8042511002019876
95,FAUJ880106,geometry,_tripeptide_composition,Composition,0.8026357675253728,2.627621063401301,6.9043924528301845,2.250949620582385,2.2166037735849042,0.8035972110339114
96,FUKS010104,composition,_tripeptide_composition,Composition,0.8025938682896087,2.578087634091714,6.646535849056611,2.2507107271067333,2.033584905660378,0.8040462098687631
97,WOLS870101,meta,_conjoint_triad,Conjoint Triad,0.8025011584133533,2.538849092990982,6.445754716981131,2.250182400953726,1.9966037735849056,0.8250236111256549
98,NAKH920107,composition,_tripeptide_composition,Composition,0.8021236991763238,2.5633847759230295,6.570941509433959,2.2480352070724363,2.11566037735849,0.8034950218354844
99,QIAN880130,sec_struct,_dipeptide_composition,Composition,0.8018431861352793,2.658293536895783,7.0665245283018905,2.246443471440504,2.029056603773585,0.8080824222052115
100,PRAM820101,hydrophobic,_quasi_seq_order,Quasi-Sequence-Order,0.8017418904738045,2.5631562206234633,6.569769811320755,2.2458695124447248,1.9988679245283019,0.8033566580063066
101,KANM800103,sec_struct,_dipeptide_composition,Composition,0.8012350144454695,2.7548375975144603,7.589130188679244,2.2430040578120662,2.1152830188679244,0.8026571141769234
102,RICJ880108,sec_struct,_dipeptide_composition,Composition,0.8010834119919708,2.955354590352397,8.734120754716985,2.2421491524042056,2.1373584905660383,0.8124363335286219
103,GOLD730102,geometry,_tripeptide_composition,Composition,0.8009721165148708,2.9518900245404027,8.71365471698114,2.2415221649927273,2.39679245283019,0.8009723515104441
104,NAKH920102,composition,_dipeptide_composition,Composition,0.8001393823774889,2.526870314223835,6.385073584905664,2.236847556174023,2.030754716981133,0.802295457255276
105,KOEP990101,sec_struct,_dipeptide_composition,Composition,0.7995131124347228,2.7233587752751056,7.416683018867922,2.2333511527170518,2.223396226415095,0.8028209484850696
106,AVBF000105,polar,_tripeptide_composition,Composition,0.7994801977222599,2.7997863799913216,7.83880377358491,2.233167846312777,2.0935849056603786,0.8011056291469129
107,FAUJ830101,hydrophobic,_tripeptide_composition,Composition,0.7989848510730733,2.3300651865527073,5.429203773584903,2.2304146345937688,1.852075471698113,0.8065516907769382
108,RICJ880103,sec_struct,_tripeptide_composition,Composition,0.7989174517488515,2.675285560494184,7.157152830188681,2.2300408054390624,2.0918867924528297,0.8001210889584665
109,KARS160109,meta,_tripeptide_composition,Composition,0.798789616520869,2.7349702492259294,7.480062264150943,2.2293322856700226,2.21943396226415,0.8044489248315785
110,CORJ870108,hydrophobic,_dipeptide_composition,Composition,0.7984878336419265,2.195766509908949,4.821390566037728,2.2276623458309306,1.7669811320754696,0.8017337566145126
111,RICJ880105,sec_struct,_geary_autocorrelation,Autocorrelation,0.7984714809953147,2.817286932560714,7.937105660377359,2.2275719642951173,2.2358490566037736,0.8054371291844232
112,QIAN880127,sec_struct,_tripeptide_composition,Composition,0.7983708089281865,2.6686700807705708,7.121800000000004,2.2270157891890365,2.1547169811320765,0.8083335070258801
113,GRAR740102,polar,_dipeptide_composition,Composition,0.7983532245381308,2.7724609325726326,7.6865396226415115,2.226918684814353,2.104150943396226,0.7983575429742295
114,CHAM820102,hydrophobic,_tripeptide_composition,Composition,0.7983012308720072,2.7280378600814434,7.442190566037742,2.2266316401045176,2.222452830188681,0.8010276093774511
115,QIAN880137,sec_struct,_tripeptide_composition,Composition,0.7981935853712343,2.8635612476194616,8.199983018867927,2.226037707424698,2.196792452830189,0.7982068403945894
116,RACS770103,geometry,_tripeptide_composition,Composition,0.7981186399582108,2.7363010426900063,7.487343396226416,2.2256244775910172,2.207924528301886,0.7985809524961379
117,YUTK870101,observable,_pseudo_aa_composition,Pseudo Composition,0.7978703567346384,2.8342550849901382,8.033001886792455,2.224257149659105,2.3439622641509437,0.7983918509282051
118,FINA910104,sec_struct,_tripeptide_composition,Composition,0.797636112717207,2.3227240838746464,5.395047169811315,2.2229694451191633,1.860943396226414,0.806001917522497
119,KARS160116,meta,_dipeptide_composition,Composition,0.7973478715556229,2.7816256954223655,7.7374415094339595,2.221387968269121,2.1724528301886785,0.8027723333932556
120,WEBA780101,observable,_tripeptide_composition,Composition,0.7973252268522988,2.7636313955674408,7.637658490566041,2.2212638677807455,2.1103773584905663,0.8194459319058617
121,ARGP820102,sec_struct,_tripeptide_composition,Composition,0.7971364767762308,2.570101679216103,6.605422641509434,2.2202302632999866,1.9607547169811326,0.805806433202622
122,CEDJ970103,composition,_dipeptide_composition,Composition,0.796677989990294,3.005919003666562,9.035549056603777,2.217725564602834,2.4364150943396226,0.7993402559816147
123,HUTJ700103,flexibility,_dipeptide_composition,Composition,0.7964094239245191,2.5289310889840766,6.395492452830188,2.2162623279588916,1.9937735849056613,0.797048587202342
124,BUNA790101,observable,_dipeptide_composition,Composition,0.7960044750904568,2.6695314407602586,7.126398113207543,2.2140614986047034,2.104339622641509,0.8070281543252992
125,CHOP780213,sec_struct,_conjoint_triad,Conjoint Triad,0.7959633337579815,2.7785132443550804,7.720135849056596,2.2138382690398286,2.2973584905660367,0.8226925334297293
126,NAKH920106,composition,_tripeptide_composition,Composition,0.7958767836597933,2.9441803805486426,8.66819811320755,2.2133688755083734,2.2903773584905656,0.8015482131797255
127,RICJ880108,sec_struct,_tripeptide_composition,Composition,0.7958531303031694,2.8147421879997565,7.922773584905657,2.2132406464544623,2.2343396226415093,0.8025501940099987
128,KARS160116,meta,_tripeptide_composition,Composition,0.795236197843289,2.6952634904622705,7.264445283018863,2.209903997100425,2.082264150943395,0.7976844776361433
129,RICJ880105,sec_struct,_conjoint_triad,Conjoint Triad,0.7948267485769034,2.620812563035755,6.868658490566042,2.2076978239085636,2.120188679245284,0.8039871243402925
130,AURR980118,sec_struct,_tripeptide_composition,Composition,0.7947529085676215,2.820903441526329,7.9574962264150875,2.207300665802523,2.379056603773583,0.7957063569777344
131,WILM950103,hydrophobic,_tripeptide_composition,Composition,0.794655820683271,2.427140176001844,5.891009433962262,2.206778792016552,1.9364150943396221,0.8022203710574679
132,TANS770106,sec_struct,_dipeptide_composition,Composition,0.7945464629481633,2.6690695149193284,7.123932075471699,2.206191407501695,2.246415094339623,0.7987026785281607
133,CHOP780210,sec_struct,_dipeptide_composition,Composition,0.7944848364198427,2.6784295595853127,7.173984905660372,2.205860604390201,2.1237735849056594,0.8008996898465226
134,GEIM800109,sec_struct,_quasi_seq_order,Quasi-Sequence-Order,0.794417848112004,2.8568180610536382,8.16140943396227,2.205501188684205,2.1635849056603775,0.8049249344524938
135,WOLS870101,meta,_dipeptide_composition,Composition,0.7942314241576016,2.7272696969680132,7.438,2.2045018829843013,2.095849056603773,0.7954536220211416
136,ZIMJ680105,composition,_conjoint_triad,Conjoint Triad,0.7938181407638267,2.781485960946666,7.736664150943396,2.2022913562209525,2.202264150943396,0.7977741422248787
137,CORJ870108,hydrophobic,_conjoint_triad,Conjoint Triad,0.7936656196881038,2.8745959519195834,8.263301886792455,2.2014772457896834,2.1973584905660384,0.7940161983886592
138,AVBF000107,polar,_tripeptide_composition,Composition,0.7936430280258797,2.512404320904204,6.312175471698116,2.2013567352220993,1.9915094339622652,0.7948185221634515
139,NAKH920105,composition,_tripeptide_composition,Composition,0.793504289106552,2.9059753014831684,8.444692452830191,2.2006170947466166,2.27490566037736,0.8145334770725051
140,NAKH900107,composition,_dipeptide_composition,Composition,0.7927061183263822,2.7544266259488293,7.5868660377358506,2.196376346534199,2.136415094339623,0.79289357519995
141,RICJ880111,sec_struct,_conjoint_triad,Conjoint Triad,0.7924045773377864,2.741464627144913,7.515628301886796,2.194780602839897,2.0832075471698133,0.7939484194490737
142,ARGP820101,hydrophobic,_tripeptide_composition,Composition,0.7920652266169661,2.60151225977043,6.76786603773585,2.1929889243839162,2.0960377358490563,0.7959104907281624
143,PONP800108,hydrophobic,_dipeptide_composition,Composition,0.7920490270400925,2.747121993156296,7.546679245283019,2.1929035047678114,2.138867924528302,0.7920546930914982
144,BIGC670101,geometry,_conjoint_triad,Conjoint Triad,0.7920011215127687,2.90572044779857,8.443211320754722,2.1926509595400807,2.1841509433962267,0.7989161791108862
145,BUNA790102,observable,_conjoint_triad,Conjoint Triad,0.7919499892014186,2.7753293192319854,7.702452830188676,2.192381499806366,2.186415094339622,0.7971345430180681
146,PALJ810106,sec_struct,_tripeptide_composition,Composition,0.791938417510202,2.7216511359210567,7.407384905660377,2.1923205324855526,2.0754716981132066,0.7926574805236102
147,KARS160101,meta,_dipeptide_composition,Composition,0.7918624911568148,2.8157746345282733,7.928586792452831,2.191920628385068,2.2752830188679245,0.7937602130027765
148,KUMS000102,composition,_geary_autocorrelation,Autocorrelation,0.7918436839559168,2.5079217886754765,6.289671698113201,2.1918216046715564,2.070566037735848,0.810114641159645
149,ROBB760102,sec_struct,_dipeptide_composition,Composition,0.7917709557905759,2.5963054301819817,6.740801886792446,2.1914388024401603,2.0998113207547147,0.7937133079153798
150,CEDJ970105,composition,_tripeptide_composition,Composition,0.7917008068352703,2.6985890792908656,7.282383018867923,2.191069765755163,2.1632075471698107,0.7923092518251447
151,VENT840101,observable,_tripeptide_composition,Composition,0.791672051903886,2.402354191283492,5.771305660377361,2.190918546882305,1.8947169811320752,0.8070384365095438
152,ZIMJ680104,polar,_dipeptide_composition,Composition,0.7916678143017246,2.5970560255797337,6.7447000000000035,2.1908962644674426,2.1379245283018875,0.793449777789116
153,FUKS010102,composition,_dipeptide_composition,Composition,0.7915767288470996,2.7999110498000563,7.839501886792453,2.190417477744594,2.309811320754717,0.7922832635281531
154,FASG760104,polar,_dipeptide_composition,Composition,0.7912531373768623,2.498279785530927,6.241401886792455,2.1887190682328557,1.987358490566038,0.7988924881077343
155,CEDJ970101,composition,_conjoint_triad,Conjoint Triad,0.791182406862333,2.8548436166402693,8.150132075471694,2.1883483563235706,2.0513207547169805,0.8039817076696845
156,RACS770102,geometry,_dipeptide_composition,Composition,0.7911728683611143,2.3376342661468983,5.464533962264148,2.1882983776602063,1.7937735849056609,0.7990679323552438
157,WILM950104,hydrophobic,_tripeptide_composition,Composition,0.7911545871393292,3.104233262972257,9.636264150943386,2.188202599536771,2.196603773584905,0.7916759116450931
158,FODM020101,sec_struct,_geary_autocorrelation,Autocorrelation,0.7909980742057944,2.910410397048032,8.470488679245282,2.187383118691304,2.3937735849056607,0.7929299196777624
159,FASG760101,geometry,_dipeptide_composition,Composition,0.790926197736377,2.535133504727602,6.426901886792454,2.187007091448652,1.9501886792452827,0.7995068924344776
160,PONP800104,hydrophobic,_dipeptide_composition,Composition,0.7908552460060827,2.7039010950986113,7.311081132075469,2.1866360921838446,2.081698113207548,0.791749359840773
161,RICJ880115,sec_struct,_tripeptide_composition,Composition,0.7908034903717737,2.743921240412142,7.529103773584907,2.186365586383609,2.265094339622641,0.805290419529496
162,KRIW710101,geometry,_geary_autocorrelation,Autocorrelation,0.7907169408901686,2.7881619697950333,7.7738471698113205,2.1859134514211522,2.2847169811320756,0.7910539609287577
163,NAKH900102,composition,_dipeptide_composition,Composition,0.7905300929878687,2.5267747359109274,6.384590566037736,2.1849383126279998,2.0175471698113205,0.8063559954130937
164,OOBM770104,geometry,_conjoint_triad,Conjoint Triad,0.790472732139102,2.4191897910835802,5.852479245283016,2.184639214338197,2.028679245283018,0.7909014829117839
165,CHAM830102,sec_struct,_conjoint_triad,Conjoint Triad,0.7904182365791794,2.7445919379136083,7.532784905660377,2.184355170356169,2.08,0.7906619107727101
166,KLEP840101,charge,_conjoint_triad,Conjoint Triad,0.7903780177475158,2.3883945029845464,5.704428301886797,2.1841456111623736,2.0496226415094347,0.7910208667795551
167,WILM950102,hydrophobic,_tripeptide_composition,Composition,0.7903245117569283,2.560591028472594,6.556626415094336,2.183866913037053,2.0475471698113195,0.802737307888735
168,SIMZ760101,hydrophobic,_dipeptide_composition,Composition,0.789583808847924,2.93299447728317,8.602456603773577,2.180019721821696,2.17018867924528,0.7958380484236834
169,FINA910102,sec_struct,_tripeptide_composition,Composition,0.7894598277801242,2.6762903782435945,7.162530188679241,2.17937775175961,2.2352830188679236,0.7998234185377469
170,AURR980102,sec_struct,_dipeptide_composition,Composition,0.789453896231546,2.8471392461192426,8.10620188679245,2.179347052601989,2.339056603773584,0.7898530211044297
