,Index + Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
773,CASG920101 + norm_moreaubroto_autocorrelation,0.9522393917276604,3.3472464042203462,11.204058490566037,1.6712209913102505,2.6926415094339626,0.6390811952779771
17,ARGP820101 + norm_moreaubroto_autocorrelation,0.952223257488394,3.051347367101454,9.310720754716975,1.852546131660683,2.344905660377358,0.7073683975052816
2971,JANJ790101 + norm_moreaubroto_autocorrelation,0.9521441668672558,3.3391372741846155,11.149837735849063,1.9206772445772666,2.7369811320754724,0.7271414038603325
309,AURR980119 + dipeptide_comp,0.9521036579223738,3.061460990479286,9.372543396226412,1.7828500862360213,2.2943396226415094,0.6805887822306192
3461,KARS160120 + norm_moreaubroto_autocorrelation,0.9520463704203839,3.33374173598738,11.11383396226415,1.5100908153693156,2.421132075471698,0.5726846472387457
578,BIGC670101 + moran_autocorrelation,0.9520096258263686,3.282863165902249,10.777190566037737,1.6365487996068362,2.565849056603773,0.6397924612880932
962,CHAM830105 + seq_order_coupling_number,0.9520015483974333,3.5455925337091876,12.571226415094335,1.6769551279098671,2.900754716981131,0.6411852645723289
2131,FUKS010103 + norm_moreaubroto_autocorrelation,0.9519720522221334,2.945599211872032,8.676554716981135,1.8423359813375406,2.3739622641509435,0.7044472817675391
1824,FAUJ830101 + moran_autocorrelation,0.9519619344778937,4.185877875058667,17.52157358490566,1.3911076882590527,3.354716981132076,0.47847539861926547
5723,QIAN880108 + quasi_seq_order_descriptors,0.9519539571104007,3.42386932169957,11.722881132075473,1.9038850444786481,2.743962264150944,0.7242598122043598
7787,YUTK870104 + norm_moreaubroto_autocorrelation,0.951943817596254,3.308174552215243,10.944018867924525,1.8382350606701565,2.5943396226415096,0.6994628379008181
3756,LEVM760102 + moran_autocorrelation,0.9518925648095832,3.27982397134646,10.757245283018866,1.8238304993256322,2.5833962264150947,0.6959757168228171
7815,ZHOH040101 + norm_moreaubroto_autocorrelation,0.9518899877233121,3.7196051220728985,13.83546226415094,1.6101536233070146,2.924716981132075,0.627071325840087
2804,ISOY800101 + moran_autocorrelation,0.9517843415346064,3.1645116467259453,10.014133962264154,1.910019528213863,2.493396226415094,0.72610852573054
4365,MUNV940104 + quasi_seq_order_descriptors,0.95175784984294,3.4126496096860817,11.646177358490565,1.7514332118101936,2.6347169811320734,0.683677747158882
6423,RADA880102 + quasi_seq_order_descriptors,0.9516745460172605,3.1710000803270186,10.055241509433959,1.670810727344872,2.359622641509434,0.6712869979398086
816,CEDJ970103 + moran_autocorrelation,0.9515980030610867,4.313098522863179,18.602818867924533,1.3519680856706766,3.2803773584905667,0.486580254241068
2090,FODM020101 + moran_autocorrelation,0.9515763120409637,3.361179599766546,11.2975283018868,1.8039161664994416,2.3426415094339625,0.690854178502101
3685,KUMS000103 + norm_moreaubroto_autocorrelation,0.9514898465489284,3.352621334317484,11.240069811320746,1.9404903375952613,2.641698113207546,0.7358877962415633
4358,MUNV940104 + moran_autocorrelation,0.9514438714102187,3.2004519138443848,10.242892452830185,1.7482982816909582,2.523962264150943,0.6733346746322517
7187,TANS770101 + geary_autocorrelation,0.9514370174349545,3.7676234939883306,14.194986792452836,1.436124520995409,2.973018867924528,0.505817301233274
6150,QIAN880139 + moran_autocorrelation,0.9514088554582145,3.331180594165286,11.09676415094339,1.7570969765059101,2.582830188679245,0.6699314747429219
4301,MONM990201 + norm_moreaubroto_autocorrelation,0.9513677851504432,3.0435778350053484,9.263366037735844,1.8961499199351548,2.343018867924528,0.7583412670588537
2033,FINA910101 + norm_moreaubroto_autocorrelation,0.951329563834692,3.3466846450192387,11.200298113207547,1.8493832884151418,2.56377358490566,0.7082544490959919
6129,QIAN880137 + quasi_seq_order_descriptors,0.9513136854302264,3.1471988143996388,9.904860377358492,1.762319147180808,2.490566037735848,0.6737954985949621
2537,GEOR030108 + norm_moreaubroto_autocorrelation,0.9513136104114276,3.3820848767006946,11.438498113207553,1.84008680148138,2.5471698113207553,0.7141498089459357
1068,CHOC760104 + moran_autocorrelation,0.9512709997016667,3.5645606254951248,12.706092452830196,1.5501215650289453,2.9175471698113236,0.5758333864169862
283,AURR980117 + norm_moreaubroto_autocorrelation,0.9512332161523576,3.1380879889536377,9.847596226415085,1.8100747821019836,2.4437735849056583,0.6940073134892675
2201,FUKS010108 + norm_moreaubroto_autocorrelation,0.9511802271317406,3.684750317953765,13.577384905660372,1.3625310693792918,2.934339622641509,0.4532978726773299
647,BROC820101 + norm_moreaubroto_autocorrelation,0.9511407627224042,3.282572334629577,10.77528113207547,1.786575769864181,2.5500000000000003,0.681127265622379
7227,TANS770104 + norm_moreaubroto_autocorrelation,0.9511369062232479,3.838128720544909,14.7312320754717,1.6160091309558313,2.9220754716981134,0.6128743283858568
6030,QIAN880130 + seq_order_coupling_number,0.9511314739981243,3.5298150574247713,12.45959433962264,1.40329210040616,2.860943396226415,0.48751005610121434
1011,CHOC750101 + norm_moreaubroto_autocorrelation,0.9511259979032047,3.1757824767484686,10.085594339622638,1.5576228455657377,2.466603773584906,0.5801478392777972
3356,KARS160112 + seq_order_coupling_number,0.9510996232060878,3.9415266173745023,15.535632075471687,1.6078745592591366,2.9616981132075466,0.6060794947811499
2622,GRAR740103 + moran_autocorrelation,0.9510576706963032,3.4057254789157394,11.598966037735842,1.4128115520855273,2.7954716981132064,0.4897739425891914
3020,JOND750102 + seq_order_coupling_number,0.9510529756478047,3.948714144658539,15.592343396226418,1.4588610640795838,3.082641509433963,0.536955530732805
3518,KIDA850101 + moran_autocorrelation,0.9509847293528249,3.615747528337571,13.073630188679251,1.6102347693425507,2.9875471698113207,0.6676652259079668
5675,QIAN880105 + geary_autocorrelation,0.9509468633223689,3.6522905710107914,13.339226415094332,1.4417295889855222,2.950566037735849,0.5097772028455223
7332,TSAJ990101 + seq_order_coupling_number,0.950904330658425,2.829300867038783,8.004943396226409,1.6715951601430272,2.159622641509433,0.6353973298190325
4441,NADH010105 + norm_moreaubroto_autocorrelation,0.9508944038065593,3.5439230474204324,12.559390566037726,1.640269196818086,2.846603773584904,0.6389853912141117
3419,KARS160117 + norm_moreaubroto_autocorrelation,0.9508911586952815,3.3281577429959883,11.07663396226415,1.67077269620891,2.5449056603773585,0.6403228262446121
5323,PONJ960101 + norm_moreaubroto_autocorrelation,0.9508435451621875,3.017279481867418,9.103975471698114,2.2157917973345405,2.2937735849056606,0.7998834577475684
1880,FAUJ880104 + moran_autocorrelation,0.9508178121004055,3.9176981112084226,15.348358490566042,1.5407412755322083,3.0192452830188685,0.5709857167412269
5003,OOBM850103 + geary_autocorrelation,0.9507809504463144,3.3747760233157935,11.389113207547162,1.4875437923751567,2.628301886792452,0.5443713860120007
1727,ENGD860101 + geary_autocorrelation,0.950771271143347,3.2494702035522014,10.559056603773584,1.8256879023301744,2.6373584905660374,0.6943042492123451
2677,GUYH850103 + norm_moreaubroto_autocorrelation,0.9507593696531884,3.0415351138950535,9.250935849056596,1.7351219595901768,2.4116981132075463,0.6646447872293029
1572,CRAJ730103 + moran_autocorrelation,0.9507388142667337,3.3830939283889068,11.445324528301885,1.4709248155117065,2.8267924528301895,0.529204451312234
5881,QIAN880120 + dipeptide_comp,0.9507363495367798,2.806418183177255,7.875983018867925,1.7332355256870289,2.26811320754717,0.6623256165602428
1376,CIDH920105 + moran_autocorrelation,0.9507215802811783,3.709492667340994,13.760335849056604,1.5415031622077924,2.788679245283019,0.6150046385174498
1909,FAUJ880106 + geary_autocorrelation,0.9507213045173092,3.763940628729917,14.167249056603762,1.4616807031242007,2.903396226415094,0.5456712137820321
5141,PALJ810108 + norm_moreaubroto_autocorrelation,0.9507136396107445,3.3892198690487336,11.486811320754716,1.9279397272705219,2.4207547169811323,0.7435683210906165
5687,QIAN880106 + norm_moreaubroto_autocorrelation,0.9506920521858931,2.7990709375090055,7.834798113207544,1.8565490817220633,2.031132075471698,0.7069015755151684
7550,WERD780103 + moran_autocorrelation,0.9506596337143465,3.7485448749141694,14.051588679245286,1.4195616244846976,2.881509433962264,0.4998359928066972
900,CHAM830101 + moran_autocorrelation,0.9506467946425022,3.3201815703930047,11.023605660377358,1.7233412917663713,2.665094339622641,0.6571238492872459
6855,ROBB760108 + conjoint_triad,0.9505997749845988,4.498613413209612,20.23752264150944,1.4265198316608798,3.397169811320754,0.5000221940203196
7690,WOLS870101 + moran_autocorrelation,0.9505646878227102,2.9337222798169464,8.606726415094343,1.8209718695705572,2.3458490566037744,0.7127356240938219
1487,CORJ870107 + norm_moreaubroto_autocorrelation,0.950514458082353,3.6050030748684967,12.996047169811316,1.6820520024340795,2.7032075471698116,0.6453341109344735
2237,FUKS010110 + quasi_seq_order_descriptors,0.950470099545443,3.6183103530958682,13.092169811320746,1.6016899496643469,2.793207547169811,0.6029663264380136
3117,KANM800102 + conjoint_triad,0.9504492837479943,3.8455639721828767,14.788362264150944,1.500086082297866,2.90377358490566,0.5500362303512385
3337,KARS160111 + geary_autocorrelation,0.9504465350619933,3.23820355508281,10.485962264150949,1.5579841246331558,2.7920754716981144,0.5926572438847616
7465,VINM940103 + norm_moreaubroto_autocorrelation,0.9504404422296824,3.9936709362652585,15.949407547169825,1.642413973155935,3.327169811320757,0.6276962396777432
4847,NOZY710101 + norm_moreaubroto_autocorrelation,0.9504270945875402,3.5886950379590203,12.878732075471696,1.5305388679873748,2.689811320754717,0.5651597853124277
5751,QIAN880110 + quasi_seq_order_descriptors,0.9504214139354095,3.416414041895447,11.671884905660386,1.6025732042105951,2.6356603773584903,0.604171718648701
2453,GEOR030102 + norm_moreaubroto_autocorrelation,0.9503726577539937,3.1906756840447934,10.180411320754711,1.7442141092094803,2.4830188679245273,0.6658447704596573
52,ARGP820103 + seq_order_coupling_number,0.9503687695716659,3.435869064212881,11.805196226415099,1.6567840557749953,2.7894339622641526,0.6326188975210605
2076,FINA910104 + moran_autocorrelation,0.9503344256376237,3.40941288588154,11.62409622641509,1.7277381320256007,2.594528301886793,0.6789596258580726
2720,HARY940101 + moran_autocorrelation,0.9503281298098267,3.819319311081492,14.587200000000001,1.5428943980710368,3.080377358490567,0.5761348787326067
4302,MONM990201 + moran_autocorrelation,0.9503163619961867,2.888109324748306,8.341175471698117,1.9867758859410232,2.3990566037735856,0.7454113426390719
6135,QIAN880138 + norm_moreaubroto_autocorrelation,0.950314172518672,3.531105177360893,12.468703773584902,1.6570097536731871,2.672264150943396,0.629317438228589
2021,FINA770101 + geary_autocorrelation,0.9503018551732652,3.8698322814810004,14.975601886792447,1.533027370406076,2.7964150943396215,0.5716524897595955
5058,PALJ810102 + moran_autocorrelation,0.9502702217868273,3.618352590848233,13.092475471698119,1.5288195029893397,2.9237735849056623,0.5654833376177786
1921,FAUJ880107 + norm_moreaubroto_autocorrelation,0.95026051556409,2.6636225156092177,7.094884905660377,2.0513467615995995,2.1371698113207547,0.7627428781161281
3811,LEVM760106 + norm_moreaubroto_autocorrelation,0.9502496972778233,3.5681148238567686,12.73144339622642,1.6705964526485495,2.5798113207547173,0.6348604483120186
1825,FAUJ830101 + geary_autocorrelation,0.9502437951902156,3.334489862259208,11.118822641509432,1.492170408031299,2.622264150943396,0.543907757769612
260,AURR980115 + distribution,0.9502121953191978,4.269772650922533,18.23095849056604,1.4265886624486799,3.4200000000000013,0.4991924886118486
3525,KIDA850101 + quasi_seq_order_descriptors,0.9502004312956741,3.1916042573992556,10.186337735849055,1.7276658011156871,2.552264150943396,0.659013849795345
337,AVBF000101 + dipeptide_comp,0.9501701478976284,3.52561221767709,12.429941509433968,1.486765029844354,2.9318867924528313,0.5744380730522332
1965,FAUJ880110 + geary_autocorrelation,0.950144070394895,3.3792946121153298,11.419632075471696,1.5874047989527988,2.5556603773584903,0.5974182875167768
1003,CHAM830108 + conjoint_triad,0.9501336616747584,4.143157350401826,17.16575283018868,1.5461912995157374,3.0677358490566045,0.5737220306637735
3293,KARS160108 + norm_moreaubroto_autocorrelation,0.9501009315220961,3.730958195504711,13.920049056603768,1.7184157589856774,2.7418867924528296,0.6642362405400983
4413,NADH010103 + norm_moreaubroto_autocorrelation,0.9500993991847724,3.848722895263869,14.812667924528297,1.6850442951475069,2.927924528301887,0.645608514258009
6837,ROBB760107 + geary_autocorrelation,0.9500948871311461,3.2502748795221654,10.564286792452828,1.5781367925545227,2.6494339622641503,0.5925726405909106
7354,VASM830101 + moran_autocorrelation,0.9500390961770349,3.441801579581185,11.845998113207541,1.647198290109251,2.549622641509433,0.6248788989835569
3468,KARS160120 + seq_order_coupling_number,0.9500343462870955,3.8954957056134503,15.174886792452833,1.3548405067376685,3.070188679245283,0.45093085490934115
1573,CRAJ730103 + geary_autocorrelation,0.9500130304982192,3.656097259347914,13.36704716981133,1.8922194587559882,2.8247169811320765,0.7183735297631789
2132,FUKS010103 + moran_autocorrelation,0.9499891507958643,3.6033655651663232,12.984243396226416,1.4322467620367796,2.8424528301886793,0.5269278315124104
1179,CHOP780207 + norm_moreaubroto_autocorrelation,0.9499787070004704,3.688971068898456,13.608507547169816,1.6177079475221745,2.956037735849057,0.6212600560448751
747,BURA740101 + geary_autocorrelation,0.9499752092198986,3.2026542647658127,10.256994339622649,1.6924229997800266,2.5250943396226417,0.6577486337313061
3067,JUNJ780101 + dipeptide_comp,0.9499616197126951,2.960780748638682,8.766222641509435,1.5622736760458875,2.3154716981132077,0.5868089178650011
5953,QIAN880125 + norm_moreaubroto_autocorrelation,0.9499122186492008,3.4732650073555793,12.063569811320752,1.651206517322161,2.752075471698113,0.639092003434828
6389,RACS820114 + geary_autocorrelation,0.9498943269750817,3.1759716979871064,10.086796226415103,1.598866488243572,2.3920754716981136,0.6131161533679361
523,BEGF750101 + geary_autocorrelation,0.949893960151235,3.120058054612277,9.734762264150946,1.8588182578465533,2.5007547169811324,0.70963820386944
5233,PALJ810114 + quasi_seq_order_descriptors,0.9498897936542697,2.6612608729627127,7.082309433962259,2.076813134294983,1.8898113207547174,0.7780278320744015
1405,CORJ870101 + geary_autocorrelation,0.9498530334987113,3.5530162578155884,12.623924528301886,1.518704661212566,2.747547169811321,0.560703746082954
1893,FAUJ880105 + norm_moreaubroto_autocorrelation,0.9498029292253654,3.3670957756298154,11.337333962264148,1.8090607285383826,2.420188679245283,0.6886961327155483
89,AURR980103 + geary_autocorrelation,0.9497904299782689,3.5900733161168645,12.88862641509434,1.6367614495253264,2.6301886792452827,0.6309347619936344
2789,HUTJ700103 + norm_moreaubroto_autocorrelation,0.9497601375585398,3.0358533660862737,9.216405660377358,1.6696374482294727,2.4530188679245275,0.637193191322054
4334,MUNV940102 + distribution,0.9497593227892396,3.3039838731389497,10.916309433962255,1.552894319330978,2.721886792452829,0.5804024466356007
1115,CHOP780202 + conjoint_triad,0.9497555872563005,3.1564734322186037,9.963324528301891,1.6903485399648557,2.272075471698113,0.6519686307718622
7914,ZIMJ680105 + moran_autocorrelation,0.9497492693291578,3.451999420625676,11.916300000000001,1.5447944421699387,2.616037735849056,0.5780381079005057
6017,QIAN880129 + quasi_seq_order_descriptors,0.9497337868089434,3.2383585406399717,10.486966037735849,1.7164802281811071,2.4535849056603776,0.6655108137790309
59,AURR980101 + norm_moreaubroto_autocorrelation,0.9497286812440145,3.258155514779883,10.615577358490563,1.54786505284176,2.469056603773584,0.5753641298734353
473,BAEK050101 + quasi_seq_order_descriptors,0.9497259230468217,2.795725510860369,7.816081132075472,1.8227431989237088,2.149622641509435,0.7184977348834102
7061,SNEP660101 + geary_autocorrelation,0.9496904415775046,3.127643334875107,9.78215283018868,1.790043757717337,2.361320754716982,0.7094246257937672
1556,CRAJ730102 + tripeptide_comp,0.9496881897297158,4.033603426686065,16.269956603773572,1.4314593277062093,2.9450943396226417,0.522798293784888
718,BUNA790102 + moran_autocorrelation,0.9496578469022585,2.8023090209783446,7.852935849056609,2.0430956076564364,2.11622641509434,0.7565403692510817
85,AURR980103 + dipeptide_comp,0.9496141409596406,4.187857334795894,17.538149056603768,1.362526012601407,3.2918867924528294,0.46087645046843373
3846,LEVM780101 + seq_order_coupling_number,0.9496048472864311,4.055043679824303,16.443379245283023,1.572189623647182,2.9688679245283023,0.5910373230543273
6191,RACS770103 + norm_moreaubroto_autocorrelation,0.9495889516686136,3.723618396434327,13.865333962264149,1.628047468771468,3.0798113207547164,0.6158684345684728
3559,KOEP990101 + norm_moreaubroto_autocorrelation,0.949576643580846,2.647460513362064,7.009047169811325,1.8290665187375355,2.1533962264150937,0.7059876579315892
2272,GARJ730101 + moran_autocorrelation,0.9495685108644499,3.6496280503169607,13.31978490566038,1.547313299683795,2.9596226415094353,0.5789489818256457
3993,MAXF760101 + norm_moreaubroto_autocorrelation,0.9494679244140029,3.2772480401979243,10.740354716981134,1.7251239399308862,2.5596226415094345,0.6619370342958075
717,BUNA790102 + norm_moreaubroto_autocorrelation,0.9494513893398171,3.5630202367580193,12.695113207547172,1.7906199655191548,2.827924528301886,0.6980228764258323
4329,MUNV940102 + norm_moreaubroto_autocorrelation,0.9494304430591224,3.5136749025421676,12.345911320754713,1.4181468292344437,2.691132075471698,0.49377839921016786
6599,RICJ880107 + geary_autocorrelation,0.9493966784836435,3.105313462134414,9.64297169811322,1.7043794835712376,2.5881132075471713,0.6907048176602982
2435,GEIM800111 + amphipilic_pseudo_aa_comp,0.9493727302783354,4.088406295579715,16.715066037735852,1.450140396709708,3.1601886792452842,0.5153232837197661
4807,NAKH920108 + geary_autocorrelation,0.949359976175104,3.4442678659005996,11.862981132075472,1.628914598116611,2.4298113207547174,0.6182823385441668
5338,PONP800101 + moran_autocorrelation,0.9493300054029733,3.086526104899554,9.526643396226412,1.746666118128731,2.4130188679245266,0.6659467288746561
2593,GRAR740101 + norm_moreaubroto_autocorrelation,0.949313392631031,3.3352409321474368,11.123832075471702,1.6856284533036856,2.3756603773584906,0.6453820332631293
6696,RICJ880114 + moran_autocorrelation,0.9493041621595967,3.196945771224613,10.220462264150935,1.672375623807753,2.5500000000000003,0.6395500294109213
3909,LEVM780106 + norm_moreaubroto_autocorrelation,0.9492998027814774,2.746106334430625,7.541100000000004,1.8912507897634292,2.2511320754716992,0.7216700399875056
1177,CHOP780207 + dipeptide_comp,0.9492798789829399,3.445948947814433,11.874564150943398,1.5926679355097657,2.48509433962264,0.6184879881811625
257,AURR980115 + geary_autocorrelation,0.9492537782367714,3.0550947241591233,9.33360377358491,1.7046387794232707,2.5441509433962266,0.6673201330569875
1917,FAUJ880106 + amphipilic_pseudo_aa_comp,0.9491983500976563,2.78020258526143,7.72952641509434,1.8969324750972254,2.2288679245283016,0.7348134752729727
2566,GOLD730101 + moran_autocorrelation,0.9491624305411744,3.153636415554182,9.945422641509428,1.7344180848136033,2.301132075471697,0.6708689703115739
1697,EISD860102 + norm_moreaubroto_autocorrelation,0.949158199401555,3.6275874305160087,13.15939056603774,1.4753607244592248,2.741698113207546,0.5436053537633674
4569,NAKH900104 + geary_autocorrelation,0.9491559899405047,3.8540069812236655,14.853369811320752,1.520083457912248,2.969433962264151,0.5710059725975609
5681,QIAN880105 + quasi_seq_order_descriptors,0.9491282532338406,2.959601260751439,8.759239622641507,1.6076079968518955,2.372264150943396,0.6066559617366607
5255,PALJ810116 + geary_autocorrelation,0.9491225606729811,3.517962532114077,12.37606037735849,1.554797699496727,2.81132075471698,0.5841932889253054
7675,WOLR810101 + norm_moreaubroto_autocorrelation,0.9491054488355483,3.5221153056671914,12.405296226415093,1.696382849648345,2.802452830188681,0.6564037327193717
5059,PALJ810102 + geary_autocorrelation,0.9490910839580464,3.1216100103318123,9.744449056603777,1.677092050372865,2.566415094339624,0.6406272002940079
5800,QIAN880114 + moran_autocorrelation,0.9490812773298436,3.7607476173640575,14.143222641509436,1.356773416114925,2.9867924528301883,0.4538224774421712
7857,ZIMJ680101 + norm_moreaubroto_autocorrelation,0.949059755456613,3.029171690755655,9.175881132075475,1.8838775382026578,2.2552830188679245,0.7216155934357784
5897,QIAN880121 + norm_moreaubroto_autocorrelation,0.9490389099707074,3.969679184794242,15.758352830188675,1.4640478983064682,2.9567924528301877,0.5731860979350193
6044,QIAN880131 + seq_order_coupling_number,0.9490313779072023,3.7076168412484893,13.746422641509426,1.3050754233127029,2.8577358490566027,0.4162690107056295
5714,QIAN880108 + tripeptide_comp,0.94897287938614,4.03500321479379,16.281250943396227,1.4977907389119554,3.1250943396226414,0.5570539978697209
1983,FAUJ880111 + conjoint_triad,0.9489303420208783,3.4409523144310907,11.840152830188678,1.4866183233010546,2.628113207547169,0.5391063088907082
18,ARGP820101 + moran_autocorrelation,0.9489285741989572,3.246019042248753,10.53663962264151,1.4669017947060303,2.5537735849056604,0.526345913731214
4499,NAGK730102 + geary_autocorrelation,0.9488977626070302,3.7460827338776976,14.033135849056604,1.4565842394608375,2.9116981132075477,0.5449206861444917
6725,RICJ880116 + geary_autocorrelation,0.9488881148236763,3.0789409475484506,9.479877358490551,1.9407251857173864,2.5907547169811305,0.7308118217077506
6737,RICJ880117 + norm_moreaubroto_autocorrelation,0.9488479373852081,3.6756524257221295,13.510420754716973,1.5586301083916598,2.7315094339622625,0.583352317287183
